Weight class,Method,time
"['Heavyweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight']","['U-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","[('3', '5:00'), ('1', '4:30'), ('1', '1:07'), ('1', '1:44'), ('1', '4:20'), ('1', '0:06'), ('1', '5:00'), ('3', '1:17')]"
"['Light Heavyweight', 'Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Heavyweight', 'Light Heavyweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC']","[('2', '1:28'), ('1', '1:25'), ('1', '4:10'), ('1', '2:21'), ('3', '5:00'), ('3', '5:00'), ('2', '2:27'), ('1', '4:35'), ('3', '5:00')]"
"['Middleweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Heavyweight']","['U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'SUB', 'S-DEC', 'SUB', 'KO/TKO']","[('5', '5:00'), ('1', '2:09'), ('3', '5:00'), ('3', '5:00'), ('2', '1:52'), ('3', '5:00'), ('1', '1:54'), ('3', '1:59')]"
"['Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Middleweight']","['U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:57'), ('3', '3:37'), ('1', '3:29'), ('3', '5:00')]"
"['Heavyweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'S-DEC', 'SUB', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO']","[('1', '2:43'), ('3', '5:00'), ('3', '5:00'), ('1', '3:14'), ('3', '5:00'), ('1', '4:44'), ('1', '3:08'), ('2', '2:37'), ('1', '2:54')]"
"['Catch Weight', 'Light Heavyweight', 'Welterweight', 'Heavyweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Lightweight']","['KO/TKO', 'SUB', 'U-DEC', 'SUB', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('1', '4:39'), ('1', '2:20'), ('3', '5:00'), ('1', '2:39'), ('1', '2:19'), ('2', '1:17'), ('2', '1:43'), ('2', '0:24'), ('1', '1:37')]"
"['Lightweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Light Heavyweight']","['SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","[('1', '1:46'), ('2', '4:14'), ('3', '5:00'), ('3', '5:00'), ('1', '0:44'), ('1', '2:56'), ('1', '4:15'), ('1', '4:47'), ('1', '3:10')]"
"['Welterweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Middleweight']","['M-DEC', 'KO/TKO', 'M-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO']","[('3', '5:00'), ('1', '0:49'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '5:00'), ('2', '4:37'), ('1', '4:01'), ('1', '2:13')]"
"['Heavyweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Lightweight', 'Catch Weight', 'Heavyweight', 'Heavyweight', 'Welterweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","[('5', '5:00'), ('3', '5:00'), ('1', '1:18'), ('3', '5:00'), ('2', '5:00'), ('3', '0:47'), ('1', '2:42'), ('1', '4:13'), ('3', '1:20')]"
"['Welterweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Welterweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'SUB']","[('3', '5:00'), ('2', '0:35'), ('3', '5:00'), ('1', '4:10'), ('1', '2:59'), ('1', '2:01'), ('2', '0:52'), ('3', '5:00'), ('1', '2:37')]"
"['Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight', 'Lightweight', 'Light Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Middleweight']","['KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'SUB', 'U-DEC']","[('1', '1:35'), ('3', '5:00'), ('3', '1:42'), ('1', '2:51'), ('3', '3:31'), ('1', '2:26'), ('1', '3:23'), ('1', '2:32'), ('3', '5:00')]"
"['Welterweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Heavyweight', 'Lightweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB']","[('3', '3:53'), ('3', '5:00'), ('2', '1:01'), ('2', '2:22'), ('1', '0:48'), ('3', '5:00'), ('2', '0:17'), ('3', '5:00'), ('1', '1:50')]"
"['Middleweight', 'Lightweight', 'Welterweight', 'Heavyweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB']","[('1', '2:59'), ('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:38'), ('3', '1:40'), ('2', '4:42'), ('1', '2:04')]"
"['Welterweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Middleweight']","['S-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","[('3', '5:00'), ('1', '2:18'), ('2', '3:11'), ('1', '2:37'), ('2', '1:11'), ('2', '3:25'), ('1', '4:43'), ('3', '5:00')]"
"['Welterweight', 'Heavyweight', 'Light Heavyweight', 'Heavyweight', 'Lightweight', 'Welterweight', 'Heavyweight', 'Light Heavyweight', 'Heavyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('2', '1:25'), ('5', '5:00'), ('1', '4:07'), ('1', '1:09'), ('1', '2:07'), ('2', '2:27'), ('1', '3:15'), ('2', '2:36'), ('3', '5:00')]"
"['Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Middleweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC']","[('1', '1:45'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:45'), ('1', '4:44'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Light Heavyweight', 'Middleweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight', 'Middleweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC']","[('3', '3:59'), ('1', '4:41'), ('2', '4:03'), ('1', '3:15'), ('1', '4:24'), ('2', '1:10'), ('1', '3:22'), ('3', '4:03'), ('3', '5:00')]"
"['Light Heavyweight', 'Heavyweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'SUB']","[('2', '1:06'), ('3', '5:00'), ('2', '4:03'), ('3', '5:00'), ('3', '5:00'), ('1', '2:58'), ('3', '5:00'), ('2', '4:53')]"
"['Middleweight', 'Heavyweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Lightweight']","['SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC']","[('2', '2:11'), ('1', '4:33'), ('1', '0:19'), ('2', '3:49'), ('3', '5:00'), ('1', '0:14'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight']","['U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'SUB']","[('5', '5:00'), ('1', '4:06'), ('2', '5:00'), ('3', '5:00'), ('2', '3:36'), ('1', '4:00'), ('2', '3:05'), ('3', '5:00'), ('1', '1:34')]"
"['Lightweight', 'Heavyweight', 'Lightweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Lightweight']","['SUB', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC']","[('1', '0:27'), ('3', '5:00'), ('3', '3:57'), ('2', '0:39'), ('3', '5:00'), ('1', '2:58'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Heavyweight', 'Middleweight', 'Welterweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO']","[('1', '3:25'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:42'), ('3', '5:00'), ('3', '5:00'), ('2', '2:57'), ('2', '2:45')]"
"['Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Welterweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'M-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO']","[('1', '4:51'), ('3', '5:00'), ('2', '1:40'), ('3', '5:00'), ('3', '5:00'), ('1', '4:48'), ('2', '1:55'), ('1', '1:44'), ('1', '1:21'), ('3', '0:37')]"
"['Light Heavyweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Light Heavyweight', 'Lightweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'SUB']","[('1', '1:53'), ('3', '5:00'), ('1', '2:04'), ('1', '0:48'), ('3', '5:00'), ('1', '1:06'), ('1', '0:53'), ('2', '2:44'), ('1', '3:06')]"
"['Lightweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Lightweight']","['U-DEC', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('2', '1:07'), ('1', '0:33'), ('2', '2:49'), ('3', '5:00'), ('2', '2:04'), ('1', '1:52'), ('1', '0:13'), ('3', '5:00')]"
"['Middleweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Heavyweight', 'Welterweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('2', '3:18'), ('3', '5:00'), ('2', '2:25'), ('1', '1:15'), ('2', '0:32'), ('1', '2:50')]"
"['Lightweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight']","['SUB', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'CNC', 'SUB', 'KO/TKO']","[('2', '3:12'), ('2', '0:20'), ('1', '3:50'), ('2', '3:30'), ('2', '2:09'), ('1', '1:10'), ('2', '0:39'), ('1', '4:22'), ('1', '2:09')]"
"['Lightweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Lightweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'KO/TKO']","[('1', '4:30'), ('1', '4:50'), ('3', '5:00'), ('5', '5:00'), ('3', '5:00'), ('1', '2:14'), ('3', '5:00'), ('1', '2:15'), ('1', '4:55')]"
"['Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', 'Heavyweight', 'Middleweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'S-DEC']","[('3', '1:37'), ('3', '5:00'), ('3', '1:50'), ('3', '5:00'), ('1', '4:45'), ('2', '3:30'), ('1', '1:17'), ('1', '3:47'), ('3', '5:00')]"
"['Light Heavyweight', 'Light Heavyweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Welterweight']","['U-DEC', 'S-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:14'), ('1', '1:01'), ('3', '5:00'), ('2', '4:23'), ('2', '2:04'), ('1', '4:10')]"
"['Lightweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Welterweight']","['SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB']","[('1', '4:31'), ('3', '3:56'), ('1', '4:10'), ('3', '0:44'), ('1', '1:45'), ('3', '5:00'), ('1', '0:09'), ('2', '4:04'), ('1', '1:14')]"
"['Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Lightweight']","['S-DEC', 'SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'U-DEC']","[('3', '5:00'), ('3', '4:45'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:05'), ('3', '5:00'), ('1', '3:19'), ('3', '5:00')]"
"['Middleweight', 'Heavyweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'S-DEC']","[('2', '1:07'), ('3', '5:00'), ('3', '5:00'), ('2', '2:47'), ('2', '1:39'), ('3', '5:00'), ('1', '2:40'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Welterweight']","['S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB']","[('3', '5:00'), ('1', '3:25'), ('3', '5:00'), ('3', '0:39'), ('3', '5:00'), ('2', '5:00'), ('1', '1:14'), ('1', '4:29'), ('2', '3:19')]"
"['Lightweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight']","['SUB', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'SUB']","[('3', '0:51'), ('1', '2:01'), ('3', '2:01'), ('1', '1:36'), ('3', '5:00'), ('1', '4:20'), ('1', '4:42'), ('1', '0:23'), ('1', '4:42')]"
"['Welterweight', 'Light Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Lightweight']","['SUB', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'DQ', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC']","[('2', '4:54'), ('3', '5:00'), ('3', '3:24'), ('2', '4:20'), ('1', '4:40'), ('1', '1:51'), ('1', '1:31'), ('3', '5:00'), ('2', '3:33'), ('3', '5:00')]"
"['Lightweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Lightweight']","['SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC']","[('2', '4:02'), ('2', '4:34'), ('1', '1:04'), ('2', '0:37'), ('1', '1:20'), ('1', '0:17'), ('3', '5:00'), ('1', '1:30'), ('3', '5:00')]"
"['Welterweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight']","['M-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB']","[('3', '5:00'), ('1', '1:44'), ('3', '5:00'), ('1', '3:39'), ('2', '1:55'), ('3', '5:00'), ('2', '4:44'), ('2', '0:37'), ('1', '2:56')]"
"['Heavyweight', 'Heavyweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Lightweight']","['SUB', 'SUB', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC']","[('3', '1:28'), ('1', '1:30'), ('2', '1:37'), ('1', '1:08'), ('3', '5:00'), ('1', '0:33'), ('1', '4:52'), ('3', '5:00'), ('3', '5:00')]"
"['Middleweight', 'Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Lightweight']","['SUB', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('2', '4:52'), ('3', '5:00'), ('1', '3:16'), ('2', '3:00'), ('3', '5:00'), ('2', '4:17'), ('3', '5:00'), ('2', '1:24'), ('1', '4:43'), ('3', '5:00')]"
"['Lightweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('2', '3:28'), ('3', '5:00'), ('2', '0:24'), ('2', '1:25'), ('2', '3:06'), ('1', '0:08'), ('3', '5:00'), ('1', '0:16'), ('1', '1:41'), ('1', '4:15'), ('2', '2:24'), ('1', '0:51')]"
"['Welterweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Welterweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'KO/TKO']","[('2', '4:45'), ('2', '3:01'), ('3', '5:00'), ('1', '5:00'), ('3', '3:48'), ('2', '0:54'), ('1', '3:58'), ('2', '2:27'), ('3', '5:00'), ('1', '2:10'), ('2', '2:07')]"
"['Lightweight', 'Light Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('1', '0:36'), ('2', '3:15'), ('3', '5:00'), ('1', '2:24'), ('1', '2:36'), ('1', '5:00'), ('3', '5:00'), ('1', '0:56'), ('3', '0:25'), ('1', '0:44')]"
"['Welterweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Heavyweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('2', '1:02'), ('1', '3:42'), ('3', '5:00'), ('3', '5:00'), ('1', '4:40'), ('1', '2:44'), ('2', '1:57'), ('2', '3:50'), ('1', '2:07'), ('3', '5:00'), ('2', '4:15')]"
"['Middleweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Middleweight']","['S-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB']","[('3', '5:00'), ('1', '3:02'), ('3', '4:07'), ('3', '5:00'), ('3', '5:00'), ('2', '4:46'), ('1', '1:08'), ('2', '3:40'), ('1', '3:52'), ('1', '3:58')]"
"['Light Heavyweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Lightweight']","['U-DEC', 'S-DEC', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB']","[('5', '5:00'), ('3', '5:00'), ('2', '2:57'), ('3', '5:00'), ('3', '5:00'), ('1', '1:57'), ('3', '4:48'), ('1', '0:36'), ('2', '3:57')]"
"['Light Heavyweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB']","[('1', '1:01'), ('3', '5:00'), ('3', '5:00'), ('1', '2:02'), ('3', '3:35'), ('1', '3:58'), ('1', '1:54'), ('1', '1:37'), ('1', '4:21'), ('2', '2:29'), ('1', '3:33')]"
"['Welterweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Welterweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB']","[('5', '5:00'), ('3', '5:00'), ('1', '0:12'), ('3', '5:00'), ('3', '2:44'), ('3', '5:00'), ('1', '4:55'), ('3', '5:00'), ('3', '5:00'), ('2', '2:28')]"
"['Light Heavyweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Welterweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'S-DEC']","[('2', '1:51'), ('3', '0:39'), ('3', '5:00'), ('1', '1:22'), ('3', '5:00'), ('3', '5:00'), ('1', '2:03'), ('2', '1:20'), ('3', '5:00')]"
"['Lightweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Middleweight']","['S-DEC', 'U-DEC', 'S-DEC', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:53'), ('1', '1:27'), ('2', '2:04'), ('2', '1:34'), ('2', '2:54'), ('1', '1:28'), ('1', '1:27')]"
"['Middleweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight']","['U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('2', '4:15'), ('3', '5:00'), ('2', '2:16'), ('3', '5:00'), ('1', '1:31'), ('3', '5:00'), ('3', '5:00'), ('3', '3:19'), ('3', '1:47')]"
"['Middleweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC']","[('3', '0:39'), ('3', '5:00'), ('3', '5:00'), ('1', '1:21'), ('3', '5:00'), ('1', '1:18'), ('3', '3:56'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', 'Lightweight', 'Welterweight', 'Heavyweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Welterweight']","['KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'SUB']","[('2', '3:07'), ('1', '4:03'), ('1', '3:59'), ('1', '1:01'), ('1', '2:13'), ('3', '5:00'), ('3', '0:39'), ('3', '3:16'), ('2', '0:57')]"
"['Welterweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', 'Catch Weight', 'Welterweight', 'Welterweight', 'Lightweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('1', '2:15'), ('1', '0:33'), ('1', '4:04'), ('2', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:44'), ('1', '1:49'), ('2', '0:20'), ('3', '5:00')]"
"['Lightweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Lightweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'U-DEC', 'S-DEC', 'SUB']","[('3', '5:00'), ('1', '2:18'), ('3', '0:28'), ('1', '2:18'), ('2', '1:32'), ('2', '3:27'), ('1', '1:27'), ('3', '5:00'), ('3', '5:00'), ('2', '2:18')]"
"['Light Heavyweight', 'Heavyweight', 'Middleweight', 'Light Heavyweight', 'Heavyweight', 'Middleweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('3', '2:46'), ('2', '1:54'), ('1', '3:01'), ('1', '3:21'), ('1', '4:37'), ('3', '5:00'), ('2', '2:09'), ('2', '2:19'), ('3', '5:00'), ('1', '2:36')]"
