Fighter,Elo,UFC Record,Unbeaten Streak,Avg. Opp. Elo,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Jerrod Sanders,85.393,1-2-0,0,104.496,- 15.4,+ 17.6,- 16.7,+ 0.0,+ 0.0
Hayato Sakurai,85.356,0-1-0,0,129.525,- 14.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Daniel Omielanczuk,85.347,4-5-0,0,110.802,- 16.0,- 16.8,- 14.7,+ 16.8,+ 16.0
Aaron Rosa,85.320,1-2-0,0,104.406,- 15.3,+ 16.7,- 16.1,+ 0.0,+ 0.0
Ian Entwistle,85.275,1-2-0,0,104.143,- 15.5,+ 16.7,- 16.0,+ 0.0,+ 0.0
Cindy Dandois,85.249,0-1-0,0,127.187,- 14.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Gunderson,85.246,1-2-0,0,103.471,- 14.8,+ 16.8,- 16.7,+ 0.0,+ 0.0
John Maguire,85.236,2-3-0,0,119.172,- 17.6,- 15.1,- 14.2,+ 16.1,+ 16.0
Melquizael Costa,85.235,0-1-0,0,126.866,- 14.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Diana Belbita,85.202,2-3-0,1,86.661,+ 16.7,- 16.9,+ 16.7,- 16.1,- 15.3
Luiz Cane,85.164,4-5-0,0,110.266,- 14.6,- 16.8,+ 17.4,- 16.7,- 17.5
Carlos Eduardo Rocha,85.125,1-2-0,0,113.081,- 14.3,- 15.8,+ 15.3,+ 0.0,+ 0.0
Kron Gracie,85.084,1-2-0,0,113.841,- 16.5,- 14.8,+ 16.4,+ 0.0,+ 0.0
Austin Springer,85.084,0-1-0,0,123.571,- 14.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cody Brundage,85.050,2-3-0,0,104.753,- 15.5,- 15.3,+ 15.3,+ 16.6,- 16.0
Liliya Shakirova,85.046,0-1-0,0,122.736,- 15.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Johnny Munoz,85.023,2-3-0,0,98.447,- 15.9,+ 16.1,- 15.2,+ 16.1,- 16.0
Daichi Abe,85.001,1-2-0,0,112.334,- 14.1,- 16.8,+ 16.0,+ 0.0,+ 0.0
Rory Singer,84.993,1-2-0,0,112.767,- 15.7,- 15.3,+ 16.0,+ 0.0,+ 0.0
Yuki Kondo,84.966,1-2-0,0,112.673,- 16.0,- 15.0,+ 16.0,+ 0.0,+ 0.0
Josh Fremd,84.957,1-2-0,1,90.826,+ 17.5,- 16.7,- 15.9,+ 0.0,+ 0.0
Rudyard Moncayo,84.950,0-1-0,0,120.645,- 15.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Brandon Melendez,84.924,0-1-0,0,120.082,- 15.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tom Gallicchio,84.889,0-1-0,0,119.319,- 15.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mike Wessel,84.872,0-1-0,0,118.948,- 15.1,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mason Jones,84.868,1-2-0,0,108.175,- 16.0,+ 16.7,- 15.9,+ 0.0,+ 0.0
Jake Hecht,84.856,1-2-0,0,112.478,- 16.5,- 16.0,+ 17.4,+ 0.0,+ 0.0
Jim Mullen,84.840,0-1-0,0,118.266,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Danyelle Wolf,84.833,0-1-0,0,118.109,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ryan Parker,84.830,0-1-0,0,118.034,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Hugo Duarte,84.826,0-1-0,0,117.962,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Melinda Fabian,84.825,0-1-1,0,100.335,- 16.0,+ 0.8,+ 0.0,+ 0.0,+ 0.0
Joao Roque,84.822,0-1-0,0,117.876,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Agallar,84.814,0-1-0,0,117.687,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Igor Zinoviev,84.804,0-1-0,0,117.470,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rob Broughton,84.795,1-2-0,0,111.371,- 16.0,- 15.2,+ 16.0,+ 0.0,+ 0.0
Bibulatov Magomed,84.772,1-2-0,0,111.429,- 16.0,- 15.9,+ 16.7,+ 0.0,+ 0.0
Neil Wain,84.772,0-1-0,0,116.768,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Melton Bowen,84.770,0-1-0,0,116.736,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tereza Bleda,84.770,0-1-0,0,116.735,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Shamar Bailey,84.769,1-2-0,0,111.142,- 16.0,- 15.3,+ 16.0,+ 0.0,+ 0.0
Yuki Sasaki,84.766,0-1-0,0,116.654,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Askar Mozharov,84.761,0-1-0,0,116.536,- 15.2,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cal Worsham,84.760,1-2-0,0,100.174,- 15.2,+ 16.0,- 16.0,+ 0.0,+ 0.0
Clifford Starks,84.743,1-2-0,0,110.978,- 16.0,- 15.2,+ 16.0,+ 0.0,+ 0.0
Yoshinori Horie,84.742,0-1-0,0,116.129,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Junior Tafa,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
CM Punk,84.736,0-1-0,0,100.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Anton Kuivanen,84.736,1-2-0,0,100.000,- 15.3,+ 16.0,- 16.0,+ 0.0,+ 0.0
Stevie Lynch,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rex Holman,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Josh Shockman,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mike Whitehead,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Brian Gassaway,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bill Mahood,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Marsh,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paul Rodriguez,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adrian Serrano,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Frank Caracci,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rainy Martinez,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Dowdy,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joe Son,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcus Bossett,84.736,1-2-0,0,110.667,- 15.3,- 16.0,+ 16.0,+ 0.0,+ 0.0
Fred Ettish,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Scott Baker,84.736,0-1-0,0,116.000,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Reginaldo Vieira,84.736,1-2-0,0,110.923,- 16.0,- 15.2,+ 16.0,+ 0.0,+ 0.0
Ketlen Souza,84.732,0-1-0,0,115.912,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Raphael Pessoa,84.732,1-2-0,0,99.980,- 15.3,+ 16.0,- 16.0,+ 0.0,+ 0.0
Victor Martinez,84.727,0-1-0,0,115.788,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Christian Aguilera,84.720,1-2-0,0,110.800,- 16.0,- 15.2,+ 16.0,+ 0.0,+ 0.0
Marcelo Aguiar,84.704,0-1-0,0,115.298,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Keiichiro Yamamiya,84.702,0-1-0,0,115.264,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rob MacDonald,84.702,1-2-0,0,100.000,- 16.0,+ 16.7,- 16.0,+ 0.0,+ 0.0
Bojan Velickovic,84.702,2-3-1,0,112.727,- 15.4,- 15.2,+ 16.7,- 17.5,+ 0.0
Koji Kitao,84.701,0-1-0,0,115.233,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Zviad Lazishvili,84.674,0-1-0,0,114.646,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Martin Sano,84.674,0-1-0,0,114.638,- 15.3,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sarah Kaufman,84.609,1-2-0,0,107.465,- 16.0,- 15.4,+ 16.0,+ 0.0,+ 0.0
Christian Wellisch,84.583,2-3-0,0,102.936,- 15.3,- 16.8,+ 16.0,+ 16.0,- 15.3
Ben Sosoli,84.577,0-1-0,0,113.568,- 15.4,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Juliana Lima,84.554,3-4-0,0,104.389,- 16.7,- 14.7,+ 16.0,- 16.7,+ 16.0
Peter Sobotta,84.536,4-6-0,0,120.677,- 13.5,- 13.5,+ 19.1,+ 17.1,- 14.3
Philip De Fries,84.532,2-3-0,0,108.361,- 14.1,- 16.7,+ 15.3,- 16.0,+ 16.0
Vitor Miranda,84.462,3-4-0,0,109.418,- 16.0,- 16.8,- 17.2,+ 15.8,+ 18.0
Caros Fodor,84.443,0-1-0,0,109.621,- 15.6,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Salter,84.327,1-2-0,0,97.168,- 16.1,+ 16.4,- 16.0,+ 0.0,+ 0.0
Drew McFedries,84.322,4-5-0,0,103.665,- 15.1,+ 16.0,- 13.6,- 16.6,+ 14.8
Luan Chagas,84.309,1-2-1,0,116.475,- 15.0,+ 16.0,- 15.4,- 1.3,+ 0.0
Francisco Prado,84.283,0-1-0,0,106.154,- 15.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Antonio McKee,84.279,0-1-0,0,106.054,- 15.7,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Steve Bruno,84.261,1-2-0,0,96.222,- 15.2,+ 16.0,- 16.5,+ 0.0,+ 0.0
Phil Johns,84.237,0-1-0,0,105.136,- 15.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nick Roehrick,84.223,0-1-0,0,104.849,- 15.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Yohan Lainesse,84.217,1-2-0,0,96.064,- 15.2,+ 15.3,- 15.9,+ 0.0,+ 0.0
Hans Stringer,84.153,1-2-0,0,106.720,- 16.0,- 16.6,+ 16.7,+ 0.0,+ 0.0
Joe Merritt,84.144,0-1-0,0,103.134,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Reza Nasri,84.127,0-1-0,0,102.752,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Charles Johnson,84.123,2-3-0,0,100.441,- 15.2,- 16.9,+ 16.8,+ 14.6,- 15.3
Matt Hobar,84.109,1-2-0,0,95.054,- 15.3,+ 16.0,- 16.6,+ 0.0,+ 0.0
Niklas Backstrom,84.108,1-2-0,0,106.423,- 16.0,- 16.7,+ 16.8,+ 0.0,+ 0.0
Gabriel Miranda,84.107,0-1-0,0,102.331,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kelly Dullanty,84.097,0-1-0,0,102.106,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Velasquez,84.091,0-1-0,0,101.967,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nadia Kassem,84.090,1-2-0,0,105.793,- 16.0,- 15.2,+ 15.3,+ 0.0,+ 0.0
Eddie Ruiz,84.081,0-1-0,0,101.768,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcus LeVesseur,84.081,1-2-0,0,95.045,- 16.0,+ 16.8,- 16.7,+ 0.0,+ 0.0
Ailin Perez,84.081,0-1-0,0,101.756,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Francisco Trevino,84.079,1-2-0,0,105.729,- 16.0,- 15.3,+ 15.4,+ 0.0,+ 0.0
Cody McKenzie,84.069,3-4-0,0,98.491,- 15.6,+ 13.9,- 15.4,+ 16.7,- 16.8
Muin Gafurov,84.069,0-1-0,0,101.494,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Carlos Mota,84.068,0-1-0,0,101.473,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kit Cope,84.068,0-1-0,0,101.470,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Issei Tamura,84.065,1-2-0,0,105.550,- 15.2,- 16.7,+ 16.0,+ 0.0,+ 0.0
Willamy Freire,84.062,0-1-0,0,101.345,- 15.9,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Brok Weaver,84.061,1-2-0,0,105.485,- 15.9,- 15.3,+ 15.2,+ 0.0,+ 0.0
Jeff Hougland,84.057,1-2-0,0,105.781,- 16.0,- 15.9,+ 16.0,+ 0.0,+ 0.0
Brian Cobb,84.050,0-1-0,0,101.085,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Felipe Silva,84.038,1-2-0,0,105.510,- 16.8,- 13.9,+ 14.7,+ 0.0,+ 0.0
Michal Figlak,84.035,0-1-0,0,100.767,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jesse Sanders,84.034,0-1-0,0,100.736,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Derrick Noble,84.034,0-1-0,0,100.736,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Scott Junk,84.033,0-1-0,0,100.713,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ryan Madigan,84.032,0-1-0,0,100.696,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Floyd Sword,84.031,0-1-0,0,100.683,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Augusto Montano,84.031,1-2-0,0,105.591,- 16.7,- 14.6,+ 15.3,+ 0.0,+ 0.0
Branden Lee Hinkle,84.030,1-2-0,0,105.076,- 14.5,- 17.4,+ 16.0,+ 0.0,+ 0.0
Garrett Armfield,84.026,0-1-0,0,100.562,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joe Jordan,84.015,0-1-0,0,100.323,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Satoshi Honma,84.006,0-1-0,0,100.121,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Heather Clark,84.003,1-2-0,0,105.356,- 16.0,- 16.0,+ 16.0,+ 0.0,+ 0.0
Hailey Cowan,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sam Patterson,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Esteban Ribovics,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jeka Saragih,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Yi Zha,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Toshiomi Kazama,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
SeungGuk Choi,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Steven Koslow,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jarno Errens,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Duda Santana,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Gorgees,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Justin Frazier,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Michel Batista,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Joe Giannetti,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jay Cucciniello,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Richie Smullen,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Allan Zuniga,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tyler Diamond,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Maia Stevenson,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Christina Marks,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Karine Gevorgyan,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ariel Beck,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bharat Kandare,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
James Mulheron,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cory Hendricks,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Martin Svensson,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcin Wrzosek,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Abner Lloveras,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Vernon Ramos Ho,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bruno Korea,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nazareno Malegarie,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Izabela Badurek,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rocky Lee,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Bentley Syler,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Alex Torres,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Humberto Brown Morrison,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rodolfo Rubio Perez,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jianping Yang,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mike King,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tina Lahdemaki,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Daniel Spohn,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Keith Berish,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Albert Cheng,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dave Galera,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Peggy Morgan,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Nandor Guelmino,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Roger Gracie,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Gilbert Smith,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Collin Hart,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jimmy Quinlan,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Adam Cella,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Spang,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jon Manley,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Manuel Rodriguez,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Brendan Loughnane,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Anistavio Medeiros,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Delson Heleno,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Teixeira,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcos Vinicius,84.000,1-2-0,0,105.333,- 16.0,- 16.0,+ 16.0,+ 0.0,+ 0.0
Wagner Campos,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Tickle,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chris Saunders,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Stephen Bass,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dustin Neace,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Chuck O'Neil,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Ryan McGillivray,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Antonio Banuelos,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Aaron Wilkinson,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tyler Toner,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sako Chivitchian,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Fredson Paixao,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mark Scanlon,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Vinicius Queiroz,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jamie Yager,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Josh Bryant,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
James Hammortree,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Rolles Gracie,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Marcus Jones,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Darrill Schoonover,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Justin Wren,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Danillo Villefort,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Frank Lester,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tim McKenzie,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Neil Grove,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Derek Downey,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Tom Egan,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Shane Primm,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jules Bruchez,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Polakowski,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
David Baron,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cale Yarbrough,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
James Giboo,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dante Rivera,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Jared Rollins,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Billy Miles,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dan Barrera,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Richie Hightower,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
John Kolosci,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Dorian Price,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Andy Wang,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Steve Byrnes,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Sherman Pendergarst,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Justin James,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mario Neto,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Cory Walmsley,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Crafton Wallace,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kristof Midoux,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Icho Larenas,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Kerry Schall,84.000,0-1-0,0,100.000,- 16.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
