Weight class,Method,time
"['Featherweight', 'Featherweight', 'Featherweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Heavyweight', ""Women's Bantamweight"", 'Middleweight', 'Bantamweight']","['SUB', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'SUB']","[('1', '1:35'), ('3', '5:00'), ('1', '4:23'), ('3', '3:53'), ('1', '3:22'), ('3', '5:00'), ('2', '2:17'), ('3', '2:49'), ('1', '1:11'), ('3', '2:55'), ('3', '5:00'), ('4', '3:16')]"
"['Middleweight', 'Lightweight', 'Bantamweight', 'Lightweight', 'Flyweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Lightweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC']","[('1', '1:32'), ('2', '2:52'), ('1', '4:22'), ('3', '5:00'), ('2', '4:50'), ('2', '1:02'), ('3', '5:00'), ('1', '1:08'), ('2', '1:00'), ('2', '3:44'), ('3', '5:00'), ('5', '5:00')]"
"['Featherweight', 'Featherweight', 'Bantamweight', ""Women's Bantamweight"", 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Heavyweight', 'Middleweight', 'Light Heavyweight']","['U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'M-DEC', 'KO/TKO', 'Overturned', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '4:44'), ('1', '4:06'), ('3', '0:33'), ('1', '2:32'), ('3', '4:02'), ('3', '5:00'), ('1', '2:03'), ('3', '4:31'), ('1', '4:33')]"
"['Lightweight', 'Flyweight', 'Flyweight', 'Light Heavyweight', 'Bantamweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Middleweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO']","[('3', '0:13'), ('3', '5:00'), ('2', '1:07'), ('3', '5:00'), ('1', '2:31'), ('3', '5:00'), ('2', '2:34'), ('1', '3:08'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:37'), ('1', '2:32')]"
"['Featherweight', 'Bantamweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Heavyweight', 'Heavyweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('2', '1:43'), ('3', '5:00'), ('3', '5:00'), ('3', '0:41'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:07'), ('1', '2:38'), ('3', '4:18'), ('1', '1:21')]"
"['Middleweight', 'Middleweight', 'Featherweight', 'Welterweight', 'Featherweight', 'Bantamweight', 'Featherweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight']","['SUB', 'SUB', 'S-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'SUB']","[('1', '1:52'), ('2', '2:49'), ('3', '5:00'), ('3', '5:00'), ('1', '3:32'), ('2', '1:51'), ('1', '1:24'), ('1', '2:20'), ('1', '1:11'), ('1', '4:29'), ('2', '4:43'), ('2', '2:41')]"
"['Bantamweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Heavyweight', ""Women's Bantamweight"", 'Light Heavyweight', 'Heavyweight', 'Light Heavyweight']","['S-DEC', 'U-DEC', 'U-DEC', 'M-DEC', 'SUB', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '4:47'), ('3', '5:00'), ('1', '0:59'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Middleweight', 'Middleweight', 'Featherweight', 'Middleweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('2', '2:55'), ('1', '4:59'), ('2', '1:44'), ('1', '0:17'), ('3', '5:00'), ('3', '5:00'), ('3', '2:24'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:18')]"
"['Bantamweight', 'Lightweight', ""Women's Bantamweight"", 'Middleweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', ""Women's Bantamweight"", 'Welterweight', 'Welterweight', 'Flyweight']","['SUB', 'S-DEC', 'S-DEC', 'S-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB']","[('2', '2:49'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:47'), ('3', '5:00'), ('2', '4:59'), ('2', '3:57'), ('2', '0:24'), ('3', '5:00'), ('5', '3:43')]"
"['Welterweight', 'Light Heavyweight', 'Featherweight', 'Flyweight', 'Welterweight', ""Women's Bantamweight"", 'Light Heavyweight', 'Flyweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Featherweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO']","[('1', '1:36'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:13'), ('1', '2:08'), ('1', '0:14'), ('2', '1:03'), ('3', '5:00'), ('1', '0:47'), ('3', '5:00'), ('4', '2:00')]"
"['Lightweight', 'Light Heavyweight', 'Featherweight', 'Featherweight', 'Featherweight', 'Featherweight', 'Bantamweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Bantamweight', 'Heavyweight', 'Light Heavyweight']","['SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB']","[('1', '0:58'), ('1', '2:07'), ('3', '5:00'), ('3', '5:00'), ('1', '0:50'), ('3', '5:00'), ('2', '3:43'), ('3', '5:00'), ('3', '5:00'), ('1', '0:29'), ('3', '5:00'), ('1', '4:08'), ('1', '4:47')]"
"['Lightweight', 'Welterweight', 'Welterweight', 'Featherweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Welterweight']","['CNC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO']","[('2', '4:57'), ('1', '4:19'), ('1', '1:41'), ('3', '5:00'), ('1', '1:23'), ('3', '1:32'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:26'), ('3', '5:00'), ('4', '0:54')]"
"['Middleweight', 'Lightweight', 'Heavyweight', 'Bantamweight', 'Welterweight', 'Flyweight', 'Lightweight', 'Featherweight', 'Heavyweight', 'Featherweight', 'Heavyweight', 'Lightweight']","['SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB']","[('1', '0:57'), ('3', '5:00'), ('3', '1:34'), ('3', '5:00'), ('1', '3:58'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '1:54'), ('3', '0:30'), ('1', '1:56'), ('1', '4:41')]"
"['Welterweight', 'Welterweight', 'Welterweight', 'Bantamweight', 'Featherweight', 'Flyweight', 'Middleweight', 'Lightweight', 'Flyweight', 'Middleweight', 'Light Heavyweight']","['S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:10'), ('3', '5:00'), ('3', '3:28'), ('3', '5:00'), ('2', '3:50'), ('1', '3:07'), ('1', '2:47'), ('1', '2:55')]"
"['Heavyweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Heavyweight', 'Bantamweight', 'Light Heavyweight']","['KO/TKO', 'S-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC']","[('3', '3:18'), ('3', '5:00'), ('3', '5:00'), ('1', '2:01'), ('1', '4:05'), ('2', '1:27'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:06'), ('2', '0:35'), ('5', '5:00')]"
"['Lightweight', 'Flyweight', 'Welterweight', 'Welterweight', 'Bantamweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Welterweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'SUB', 'S-DEC', 'U-DEC', 'KO/TKO', 'S-DEC']","[('1', '3:54'), ('2', '4:31'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:31'), ('3', '5:00'), ('3', '5:00'), ('2', '3:01'), ('5', '5:00')]"
"['Bantamweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Lightweight', ""Women's Bantamweight"", 'Welterweight', 'Middleweight', 'Flyweight', 'Heavyweight', 'Lightweight', 'Heavyweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'Overturned', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","[('2', '3:51'), ('2', '0:53'), ('1', '1:52'), ('1', '3:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:48'), ('3', '5:00'), ('1', '4:13'), ('1', '1:33'), ('3', '5:00'), ('3', '5:00'), ('5', '3:09')]"
"['Middleweight', 'Featherweight', 'Featherweight', ""Women's Bantamweight"", 'Middleweight', 'Lightweight', 'Flyweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Middleweight']","['SUB', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'CNC', 'KO/TKO']","[('1', '4:17'), ('2', '2:17'), ('3', '5:00'), ('3', '5:00'), ('2', '2:12'), ('3', '5:00'), ('1', '2:51'), ('1', '3:07'), ('3', '5:00'), ('2', '4:41'), ('1', '1:57'), ('1', '3:10')]"
"['Middleweight', 'Welterweight', 'Lightweight', 'Middleweight', ""Women's Bantamweight"", 'Featherweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Middleweight', ""Women's Bantamweight"", 'Middleweight']","['SUB', 'U-DEC', 'Overturned', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('1', '0:48'), ('3', '5:00'), ('1', '2:47'), ('3', '5:00'), ('1', '3:56'), ('3', '5:00'), ('2', '2:20'), ('1', '3:50'), ('2', '1:41'), ('3', '5:00'), ('3', '1:39'), ('3', '5:00'), ('1', '4:40')]"
"['Flyweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Featherweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight']","['KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('3', '3:19'), ('2', '2:49'), ('1', '2:38'), ('1', '3:31'), ('1', '1:42'), ('1', '0:40'), ('3', '5:00'), ('1', '2:10'), ('1', '1:18'), ('3', '5:00'), ('1', '1:17')]"
"['Light Heavyweight', 'Bantamweight', 'Welterweight', 'Bantamweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Flyweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO', 'S-DEC']","[('2', '1:22'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:49'), ('3', '5:00'), ('1', '4:38'), ('3', '5:00'), ('1', '4:05'), ('5', '5:00')]"
"['Flyweight', 'Welterweight', 'Heavyweight', 'Featherweight', 'Featherweight', ""Women's Bantamweight"", ""Women's Bantamweight"", 'Bantamweight', ""Women's Bantamweight"", 'Lightweight']","['SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'DQ', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO']","[('2', '4:31'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:25'), ('3', '5:00'), ('3', '5:00'), ('2', '2:10'), ('1', '4:59'), ('1', '2:38')]"
"['Welterweight', 'Middleweight', 'Flyweight', 'Middleweight', 'Bantamweight', ""Women's Bantamweight"", 'Middleweight', 'Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Heavyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'M-DEC']","[('1', '0:43'), ('3', '5:00'), ('1', '4:43'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '5:00'), ('1', '2:09'), ('3', '5:00'), ('1', '1:03'), ('5', '5:00')]"
"['Flyweight', 'Lightweight', 'Lightweight', 'Flyweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Bantamweight', 'Flyweight']","['S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'M-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO']","[('3', '5:00'), ('2', '1:35'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:22'), ('1', '2:08')]"
"['Featherweight', 'Welterweight', 'Welterweight', 'Featherweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Lightweight', 'Heavyweight', ""Women's Bantamweight"", 'Middleweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'Overturned', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO']","[('3', '0:12'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:32'), ('1', '5:00'), ('1', '4:54'), ('1', '3:42'), ('1', '1:00'), ('3', '0:58'), ('2', '1:16')]"
"['Bantamweight', 'Bantamweight', 'Lightweight', 'Bantamweight', 'Lightweight', 'Featherweight', 'Bantamweight', 'Welterweight', 'Featherweight', 'Welterweight']","['SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'DQ', 'SUB', 'U-DEC']","[('2', '4:59'), ('1', '2:13'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:27'), ('3', '3:53'), ('1', '2:57'), ('2', '0:50'), ('5', '5:00')]"
"['Lightweight', 'Lightweight', 'Flyweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Flyweight', 'Middleweight', 'Bantamweight', 'Middleweight', 'Middleweight']","['SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '1:45'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:54'), ('3', '5:00'), ('3', '3:23'), ('3', '5:00'), ('3', '5:00'), ('1', '2:31')]"
"['Heavyweight', 'Welterweight', 'Lightweight', 'Bantamweight', 'Bantamweight', 'Bantamweight', 'Bantamweight', 'Featherweight', 'Lightweight', 'Heavyweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'Overturned', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC']","[('1', '0:25'), ('3', '5:00'), ('2', '4:56'), ('3', '5:00'), ('3', '5:00'), ('2', '4:16'), ('3', '4:39'), ('3', '5:00'), ('1', '4:40'), ('3', '5:00'), ('5', '5:00')]"
"['Welterweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Flyweight', 'Lightweight', 'Lightweight', 'Flyweight', 'Heavyweight', 'Featherweight', 'Bantamweight']","['U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:32'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00'), ('1', '3:42')]"
"['Featherweight', 'Welterweight', 'Featherweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Middleweight']","['U-DEC', 'S-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:40'), ('3', '5:00'), ('1', '0:52'), ('3', '5:00'), ('5', '5:00')]"
"['Lightweight', 'Lightweight', 'Flyweight', 'Bantamweight', 'Bantamweight', ""Women's Bantamweight"", 'Welterweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', ""Women's Bantamweight""]","['S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('1', '1:24'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:43'), ('3', '4:03'), ('3', '5:00'), ('1', '1:19'), ('1', '1:06')]"
"['Featherweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Featherweight', 'Heavyweight', 'Welterweight', 'Welterweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('3', '5:00'), ('1', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:59'), ('3', '5:00'), ('3', '1:02')]"
"['Flyweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Flyweight', 'Lightweight', 'Light Heavyweight']","['Overturned', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '1:13'), ('3', '5:00'), ('3', '5:00'), ('1', '4:24'), ('1', '3:02'), ('1', '4:36'), ('3', '5:00'), ('3', '5:00'), ('2', '1:18')]"
"['Featherweight', 'Middleweight', 'Flyweight', 'Lightweight', 'Welterweight', 'Featherweight', ""Women's Bantamweight"", 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Welterweight']","['U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'S-DEC', 'S-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('1', '4:33'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:57'), ('3', '5:00'), ('3', '5:00'), ('1', '1:29'), ('3', '5:00'), ('3', '5:00'), ('2', '2:00'), ('5', '5:00')]"
"['Featherweight', 'Light Heavyweight', 'Welterweight', 'Flyweight', 'Middleweight', 'Featherweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Light Heavyweight']","['KO/TKO', 'S-DEC', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'M-DEC', 'KO/TKO', 'KO/TKO']","[('1', '2:39'), ('3', '5:00'), ('1', '1:45'), ('1', '3:07'), ('1', '0:53'), ('1', '1:17'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:39'), ('3', '1:31')]"
"['Bantamweight', 'Featherweight', 'Middleweight', 'Heavyweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Heavyweight']","['CNC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '0:39'), ('3', '5:00'), ('1', '0:45'), ('3', '5:00'), ('1', '4:20'), ('3', '5:00'), ('3', '5:00'), ('1', '3:37')]"
"['Bantamweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Bantamweight', 'Light Heavyweight', ""Women's Bantamweight"", 'Welterweight', 'Featherweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Middleweight']","['U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:27'), ('3', '5:00'), ('1', '0:30'), ('2', '0:42'), ('3', '5:00'), ('2', '4:41'), ('3', '5:00'), ('5', '5:00')]"
"['Heavyweight', 'Featherweight', 'Flyweight', 'Welterweight', 'Middleweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Lightweight', ""Women's Bantamweight"", 'Heavyweight']","['KO/TKO', 'M-DEC', 'S-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC']","[('1', '4:23'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:44'), ('1', '1:28'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:15'), ('3', '5:00'), ('5', '5:00')]"
"['Bantamweight', 'Lightweight', ""Women's Bantamweight"", 'Lightweight', 'Flyweight', 'Featherweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', 'Light Heavyweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'SUB', 'SUB', 'U-DEC', 'U-DEC']","[('2', '1:51'), ('2', '0:21'), ('3', '5:00'), ('3', '5:00'), ('1', '4:08'), ('3', '3:39'), ('1', '3:18'), ('1', '2:08'), ('3', '5:00'), ('5', '5:00')]"
"['Welterweight', 'Lightweight', 'Featherweight', 'Bantamweight', 'Welterweight', 'Flyweight', 'Middleweight', 'Flyweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Welterweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('1', '3:56'), ('1', '2:41'), ('3', '5:00'), ('1', '4:37'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:20'), ('3', '5:00'), ('1', '3:21'), ('1', '3:47'), ('3', '2:11')]"
"['Welterweight', 'Featherweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Light Heavyweight', 'Bantamweight']","['S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '0:57'), ('3', '5:00'), ('1', '4:06'), ('3', '5:00'), ('1', '5:00'), ('3', '5:00'), ('3', '3:06'), ('3', '3:53'), ('5', '2:26')]"
"['Heavyweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Middleweight', 'Lightweight', 'Featherweight', 'Middleweight', 'Middleweight', 'Middleweight']","['U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:25'), ('2', '4:59'), ('3', '5:00'), ('1', '4:15'), ('3', '5:00'), ('3', '5:00'), ('1', '3:57')]"
"['Bantamweight', 'Heavyweight', 'Middleweight', 'Featherweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Middleweight', 'Heavyweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO']","[('1', '2:47'), ('1', '0:20'), ('2', '1:06'), ('2', '4:52'), ('3', '5:00'), ('3', '4:21'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '0:25'), ('3', '5:00'), ('1', '0:35')]"
"['Light Heavyweight', 'Lightweight', 'Flyweight', 'Welterweight', 'Bantamweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Flyweight', 'Lightweight', 'Lightweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'SUB']","[('2', '2:28'), ('3', '2:47'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:52'), ('3', '2:31'), ('2', '3:36'), ('2', '5:00'), ('3', '5:00'), ('4', '1:16')]"
"['Lightweight', 'Bantamweight', 'Lightweight', 'Bantamweight', ""Women's Bantamweight"", 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Flyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'SUB', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('1', '4:57'), ('3', '5:00'), ('3', '2:01'), ('3', '5:00'), ('3', '5:00'), ('1', '2:52'), ('2', '2:10'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
