Weight class,Method,time
"['Bantamweight', 'Heavyweight', 'Featherweight', 'Welterweight', 'Bantamweight', ""Women's Bantamweight"", 'Middleweight', 'Heavyweight', 'Bantamweight', 'Featherweight', 'Middleweight', 'Lightweight']","['U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '3:16'), ('3', '5:00'), ('3', '5:00'), ('2', '2:22'), ('3', '5:00'), ('1', '0:50'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
"[""Women's Bantamweight"", 'Bantamweight', ""Women's Flyweight"", 'Lightweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', ""Women's Bantamweight"", 'Welterweight', 'Featherweight', 'Middleweight', ""Women's Strawweight""]","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('3', '0:48'), ('2', '4:49'), ('3', '5:00'), ('3', '5:00'), ('3', '4:13'), ('3', '5:00'), ('1', '2:07'), ('3', '3:24'), ('3', '5:00'), ('3', '5:00'), ('1', '4:47'), ('2', '2:58')]"
"['Featherweight', 'Middleweight', 'Light Heavyweight', 'Featherweight', 'Welterweight', 'Lightweight', ""Women's Bantamweight"", 'Lightweight', 'Lightweight', 'Welterweight', ""Women's Featherweight"", 'Middleweight', 'Welterweight']","['KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'SUB']","[('3', '1:49'), ('3', '4:01'), ('1', '3:39'), ('2', '2:27'), ('1', '1:47'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:11'), ('1', '3:52'), ('1', '3:24'), ('3', '5:00'), ('4', '3:47')]"
"['Lightweight', 'Light Heavyweight', ""Women's Bantamweight"", 'Lightweight', 'Lightweight', ""Women's Bantamweight"", 'Welterweight', 'Featherweight', 'Lightweight', 'Featherweight', 'Light Heavyweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'SUB']","[('2', '2:22'), ('3', '5:00'), ('2', '1:59'), ('2', '4:56'), ('1', '2:17'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:25'), ('1', '0:47'), ('4', '2:38')]"
"[""Women's Flyweight"", 'Bantamweight', 'Middleweight', ""Women's Strawweight"", 'Featherweight', ""Women's Strawweight"", 'Bantamweight', ""Women's Strawweight"", 'Heavyweight', 'Bantamweight', 'Lightweight', ""Women's Flyweight"", 'Bantamweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('2', '4:47'), ('3', '5:00'), ('3', '5:00'), ('1', '4:06'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '5:00'), ('2', '0:26'), ('3', '4:51')]"
"['Middleweight', ""Women's Flyweight"", 'Heavyweight', 'Lightweight', ""Women's Strawweight"", 'Featherweight', 'Middleweight', ""Women's Flyweight"", 'Bantamweight', 'Welterweight', 'Featherweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('1', '0:09'), ('3', '1:14'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:54'), ('1', '0:58')]"
"['Heavyweight', ""Women's Strawweight"", 'Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Bantamweight', 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Flyweight', 'Heavyweight']","['KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'M-DEC', 'KO/TKO', 'KO/TKO']","[('1', '3:38'), ('2', '2:10'), ('3', '0:42'), ('3', '5:00'), ('1', '1:18'), ('3', '5:00'), ('1', '3:19'), ('1', '1:07'), ('3', '5:00'), ('3', '5:00'), ('2', '4:47'), ('1', '1:11')]"
"[""Women's Bantamweight"", 'Welterweight', 'Middleweight', 'Bantamweight', ""Women's Strawweight"", 'Bantamweight', 'Featherweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', ""Women's Bantamweight"", 'Light Heavyweight']","['U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC']","[('3', '5:00'), ('3', '5:00'), ('1', '1:12'), ('1', '2:04'), ('3', '5:00'), ('2', '3:25'), ('3', '5:00'), ('3', '5:00'), ('2', '1:39'), ('1', '0:05'), ('1', '4:10'), ('5', '5:00')]"
"['Bantamweight', ""Women's Strawweight"", 'Bantamweight', 'Featherweight', ""Women's Bantamweight"", 'Featherweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Featherweight', 'Bantamweight', ""Women's Bantamweight""]","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'Overturned', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '3:54'), ('3', '5:00'), ('3', '5:00'), ('1', '3:07'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:25'), ('1', '0:46'), ('1', '0:16')]"
"['Bantamweight', 'Bantamweight', 'Bantamweight', ""Women's Flyweight"", 'Light Heavyweight', ""Women's Bantamweight"", 'Featherweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Heavyweight', 'Heavyweight', 'Welterweight']","['S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:33'), ('1', '0:45'), ('1', '0:12'), ('5', '5:00')]"
"['Welterweight', ""Women's Flyweight"", 'Flyweight', 'Featherweight', 'Featherweight', ""Women's Flyweight"", 'Middleweight', 'Lightweight', 'Welterweight', ""Women's Featherweight"", 'Featherweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('2', '4:13'), ('3', '5:00'), ('3', '3:17'), ('3', '4:09'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:39'), ('3', '5:00'), ('5', '5:00')]"
"[""Women's Flyweight"", 'Welterweight', ""Women's Flyweight"", 'Flyweight', ""Women's Flyweight"", 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Welterweight']","['U-DEC', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","[('3', '5:00'), ('1', '2:35'), ('3', '1:46'), ('1', '1:23'), ('2', '1:20'), ('3', '5:00'), ('3', '5:00'), ('2', '5:00'), ('3', '1:49'), ('2', '0:36'), ('1', '0:58'), ('5', '5:00')]"
"[""Women's Flyweight"", 'Lightweight', 'Bantamweight', 'Flyweight', ""Women's Strawweight"", 'Heavyweight', 'Welterweight', 'Featherweight', 'Middleweight', 'Light Heavyweight', 'Featherweight', 'Welterweight', ""Women's Flyweight""]","['SUB', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'S-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC']","[('1', '1:09'), ('3', '5:00'), ('3', '5:00'), ('1', '2:56'), ('3', '5:00'), ('1', '4:12'), ('3', '5:00'), ('3', '5:00'), ('2', '4:26'), ('2', '4:31'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
"[""Women's Flyweight"", 'Bantamweight', ""Women's Strawweight"", 'Catch Weight', 'Lightweight', 'Bantamweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Middleweight', 'Welterweight', 'Heavyweight']","['U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:15'), ('3', '5:00'), ('1', '4:14'), ('3', '5:00'), ('3', '5:00'), ('4', '4:09')]"
"[""Women's Bantamweight"", 'Bantamweight', 'Lightweight', 'Light Heavyweight', 'Bantamweight', 'Middleweight', ""Women's Flyweight"", 'Welterweight', 'Flyweight', 'Welterweight', ""Women's Strawweight""]","['S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '1:59'), ('3', '5:00'), ('2', '4:39'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '4:51'), ('1', '0:42')]"
"['Lightweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Lightweight', ""Women's Bantamweight"", 'Featherweight', ""Women's Flyweight"", 'Lightweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Lightweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('1', '4:26'), ('3', '1:55'), ('1', '3:33'), ('3', '2:26'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:22'), ('3', '5:00'), ('3', '5:00'), ('3', '2:06')]"
"['Lightweight', 'Bantamweight', 'Featherweight', 'Bantamweight', 'Bantamweight', 'Heavyweight', 'Light Heavyweight', 'Middleweight', 'Welterweight', 'Heavyweight', 'Light Heavyweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'CNC', 'S-DEC', 'KO/TKO']","[('3', '5:00'), ('1', '4:43'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:59'), ('1', '3:38'), ('3', '5:00'), ('3', '5:00'), ('1', '4:03'), ('3', '5:00'), ('1', '4:18')]"
"['Lightweight', ""Women's Bantamweight"", 'Light Heavyweight', 'Flyweight', ""Women's Strawweight"", 'Featherweight', 'Bantamweight', 'Featherweight', ""Women's Bantamweight"", 'Flyweight', ""Women's Strawweight"", 'Featherweight']","['U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'M-DEC', 'CNC']","[('3', '5:00'), ('3', '5:00'), ('1', '3:19'), ('3', '5:00'), ('3', '1:56'), ('1', '1:36'), ('3', '5:00'), ('2', '1:31'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:15')]"
"['Bantamweight', 'Lightweight', ""Women's Bantamweight"", 'Featherweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Middleweight']","['SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('3', '2:51'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:17'), ('3', '5:00'), ('2', '2:46'), ('1', '2:35'), ('3', '5:00'), ('1', '1:12'), ('2', '0:27')]"
"['Bantamweight', ""Women's Flyweight"", ""Women's Featherweight"", 'Lightweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Heavyweight', 'Lightweight', 'Middleweight']","['Overturned', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO']","[('3', '3:00'), ('2', '4:59'), ('1', '3:57'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:10'), ('3', '5:00'), ('2', '3:14'), ('3', '5:00'), ('2', '3:33')]"
"[""Women's Flyweight"", 'Middleweight', 'Welterweight', 'Bantamweight', 'Flyweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', ""Women's Strawweight"", 'Welterweight', 'Featherweight', ""Women's Strawweight""]","['U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'S-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('2', '2:32'), ('3', '3:17'), ('1', '3:08'), ('3', '5:00'), ('3', '4:45'), ('2', '2:01'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:44'), ('3', '5:00'), ('5', '5:00')]"
"['Heavyweight', 'Middleweight', 'Welterweight', 'Bantamweight', 'Featherweight', ""Women's Flyweight"", 'Featherweight', 'Middleweight', ""Women's Flyweight"", 'Lightweight', 'Heavyweight', 'Featherweight', 'Light Heavyweight']","['U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'S-DEC', 'KO/TKO', 'KO/TKO', 'Overturned', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('2', '3:38'), ('3', '5:00'), ('1', '2:15'), ('3', '5:00'), ('3', '5:00'), ('1', '2:46'), ('3', '5:00'), ('1', '3:04'), ('1', '1:33'), ('3', '5:00'), ('3', '5:00'), ('1', '1:43')]"
"['Heavyweight', ""Women's Strawweight"", 'Heavyweight', 'Featherweight', 'Lightweight', ""Women's Strawweight"", 'Welterweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Welterweight']","['U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'SUB', 'SUB', 'M-DEC', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('1', '2:11'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '4:46'), ('1', '2:02'), ('3', '5:00'), ('3', '3:54')]"
"['Featherweight', 'Welterweight', ""Women's Flyweight"", 'Heavyweight', 'Middleweight', 'Featherweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Welterweight']","['S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'S-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '2:03'), ('3', '5:00'), ('1', '0:29'), ('1', '2:27'), ('3', '4:32'), ('1', '2:07'), ('1', '2:47'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Bantamweight', ""Women's Bantamweight"", 'Lightweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight', 'Featherweight']","['S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:50'), ('3', '4:01'), ('3', '5:00'), ('3', '0:29'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:54'), ('3', '5:00'), ('3', '5:00')]"
"[""Women's Bantamweight"", ""Women's Flyweight"", 'Featherweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Light Heavyweight']","['U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'S-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:22'), ('3', '5:00'), ('1', '3:57'), ('3', '4:19'), ('3', '5:00'), ('3', '5:00'), ('1', '1:26'), ('3', '5:00'), ('5', '5:00')]"
"['Middleweight', ""Women's Strawweight"", 'Lightweight', 'Featherweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Bantamweight', ""Women's Bantamweight"", 'Heavyweight', ""Women's Strawweight"", 'Heavyweight']","['KO/TKO', 'SUB', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC', 'M-DEC', 'KO/TKO', 'KO/TKO', 'M-DEC', 'KO/TKO']","[('3', '4:09'), ('2', '1:16'), ('3', '5:00'), ('1', '4:20'), ('2', '3:18'), ('1', '2:38'), ('3', '5:00'), ('3', '5:00'), ('3', '0:33'), ('2', '4:57'), ('3', '5:00'), ('5', '4:56')]"
"['Middleweight', ""Women's Flyweight"", 'Flyweight', 'Featherweight', 'Welterweight', 'Middleweight', ""Women's Bantamweight"", 'Welterweight', 'Bantamweight', 'Bantamweight', ""Women's Bantamweight"", 'Featherweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '3:17'), ('3', '5:00'), ('3', '5:00'), ('1', '4:34'), ('2', '4:55'), ('3', '5:00'), ('1', '4:51'), ('1', '1:30'), ('3', '0:43'), ('3', '5:00'), ('5', '5:00'), ('5', '5:00'), ('5', '4:10')]"
"['Bantamweight', ""Women's Strawweight"", 'Bantamweight', 'Flyweight', 'Lightweight', 'Featherweight', 'Heavyweight', 'Bantamweight', 'Middleweight', 'Light Heavyweight', 'Featherweight', 'Light Heavyweight', 'Featherweight']","['S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('3', '5:00'), ('1', '3:43'), ('3', '5:00'), ('1', '4:17'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:04'), ('2', '4:32'), ('3', '5:00'), ('1', '3:18')]"
"[""Women's Flyweight"", 'Light Heavyweight', 'Lightweight', 'Flyweight', 'Featherweight', ""Women's Flyweight"", 'Lightweight', 'Bantamweight', 'Heavyweight', ""Women's Bantamweight"", 'Welterweight']","['S-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('1', '1:10'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:46'), ('1', '2:49'), ('2', '4:38'), ('3', '5:00'), ('1', '0:40')]"
"['Featherweight', 'Bantamweight', ""Women's Bantamweight"", 'Bantamweight', ""Women's Flyweight"", 'Featherweight', 'Middleweight', 'Light Heavyweight', ""Women's Strawweight"", 'Flyweight', 'Welterweight', 'Heavyweight']","['KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO']","[('1', '2:43'), ('3', '2:53'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:26'), ('1', '2:33'), ('3', '5:00'), ('2', '1:06')]"
"['Featherweight', 'Bantamweight', 'Bantamweight', 'Bantamweight', 'Welterweight', ""Women's Flyweight"", 'Middleweight', 'Heavyweight', 'Featherweight', 'Heavyweight', ""Women's Flyweight"", 'Light Heavyweight']","['U-DEC', 'S-DEC', 'Overturned', 'KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('1', '0:38'), ('2', '1:41'), ('1', '0:27'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:59'), ('3', '1:03'), ('5', '5:00')]"
"['Flyweight', ""Women's Bantamweight"", 'Bantamweight', 'Light Heavyweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Lightweight', 'Flyweight', 'Lightweight', ""Women's Flyweight"", 'Welterweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'DQ', 'U-DEC', 'DQ', 'KO/TKO']","[('2', '4:42'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '0:16'), ('2', '3:37'), ('3', '5:00'), ('3', '5:00'), ('1', '4:02'), ('3', '5:00'), ('3', '3:09'), ('1', '3:08')]"
"[""Women's Flyweight"", ""Women's Strawweight"", 'Flyweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Heavyweight', ""Women's Strawweight"", 'Light Heavyweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC']","[('1', '0:40'), ('3', '5:00'), ('3', '5:00'), ('1', '2:20'), ('3', '5:00'), ('2', '3:01'), ('1', '3:21'), ('3', '5:00'), ('1', '1:28'), ('3', '5:00'), ('1', '3:29'), ('5', '5:00')]"
"['Welterweight', 'Featherweight', 'Featherweight', 'Lightweight', 'Heavyweight', 'Middleweight', 'Bantamweight', 'Featherweight', ""Women's Featherweight"", 'Light Heavyweight', ""Women's Featherweight"", 'Flyweight']","['U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('1', '1:25'), ('2', '3:38'), ('3', '5:00'), ('3', '5:00'), ('1', '4:47'), ('3', '5:00'), ('2', '1:38'), ('1', '3:31'), ('1', '0:38'), ('1', '3:37'), ('2', '1:54')]"
"['Bantamweight', 'Featherweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Lightweight', ""Women's Strawweight"", 'Middleweight']","['KO/TKO', 'S-DEC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC']","[('1', '3:01'), ('3', '5:00'), ('3', '2:13'), ('1', '2:58'), ('3', '5:00'), ('1', '2:02'), ('3', '5:00'), ('3', '5:00'), ('2', '1:00'), ('5', '5:00'), ('5', '5:00')]"
"[""Women's Bantamweight"", 'Flyweight', ""Women's Flyweight"", 'Bantamweight', 'Welterweight', ""Women's Strawweight"", 'Flyweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Lightweight']","['U-DEC', 'U-DEC', 'U-DEC', 'M-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:44'), ('1', '2:34'), ('3', '0:28')]"
"['Light Heavyweight', 'Featherweight', 'Welterweight', ""Women's Strawweight"", 'Heavyweight', 'Welterweight', 'Heavyweight', 'Featherweight', 'Heavyweight', 'Bantamweight', 'Lightweight']","['S-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '3:37'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:49'), ('1', '0:20'), ('2', '4:58'), ('5', '3:39')]"
"['Heavyweight', 'Featherweight', 'Lightweight', ""Women's Bantamweight"", 'Lightweight', 'Heavyweight', 'Bantamweight', 'Lightweight', 'Heavyweight', 'Light Heavyweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'S-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('2', '0:49'), ('2', '3:40'), ('3', '5:00'), ('3', '5:00'), ('2', '0:25'), ('3', '5:00'), ('3', '5:00'), ('2', '4:25'), ('3', '5:00'), ('5', '1:04')]"
"['Heavyweight', ""Women's Flyweight"", 'Featherweight', 'Featherweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Middleweight', 'Featherweight', ""Women's Strawweight"", 'Heavyweight']","['SUB', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'KO/TKO']","[('2', '2:05'), ('1', '3:36'), ('3', '5:00'), ('3', '5:00'), ('1', '0:39'), ('2', '0:18'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:00')]"
"['Featherweight', 'Bantamweight', 'Flyweight', 'Light Heavyweight', 'Welterweight', ""Women's Flyweight"", ""Women's Strawweight"", 'Lightweight', 'Catch Weight', 'Heavyweight', 'Welterweight']","['KO/TKO', 'SUB', 'SUB', 'Overturned', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC']","[('2', '4:27'), ('1', '3:03'), ('2', '3:18'), ('1', '1:51'), ('3', '5:00'), ('3', '5:00'), ('1', '2:36'), ('2', '3:26'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
"['Catch Weight', 'Light Heavyweight', 'Flyweight', 'Middleweight', 'Featherweight', 'Middleweight', 'Featherweight', 'Bantamweight', 'Welterweight', 'Bantamweight', 'Bantamweight', ""Women's Featherweight""]","['SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC']","[('1', '1:20'), ('3', '5:00'), ('1', '4:06'), ('2', '1:10'), ('3', '5:00'), ('1', '1:14'), ('3', '5:00'), ('1', '1:54'), ('3', '5:00'), ('1', '1:28'), ('2', '4:59'), ('5', '5:00')]"
